company,company_website,industry,job_title,pub_date,job_url,source
GRUPA AZOTY ZAKŁADY FOSFOROWE GDAŃSK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,Główna Księgowa / Główny Księgowy,2025-09-24,"https://www.pracuj.pl/praca/glowna-ksiegowa-glowny-ksiegowy-gdansk-kujawska-2,oferta,1004359381",pracuj.pl
HYVA POLSKA sp. z o.o.,,,Chief Accountant,2025-09-24,"https://www.pracuj.pl/praca/chief-accountant-krakow-pollanki-29g,oferta,1004372874",pracuj.pl
BIO-GRAIN sp. z o.o.,,,Główny księgowy / Główna księgowa,2025-09-24,"https://www.pracuj.pl/praca/glowny-ksiegowy-glowna-ksiegowa-warszawa,oferta,1004373521",pracuj.pl
ZAMOŚĆDIS sp. z o.o.,,,Główny księgowy / Główna księgowa,2025-09-24,"https://www.pracuj.pl/praca/glowny-ksiegowy-glowna-ksiegowa-zamosc-prymasa-stefana-wyszynskiego-13,oferta,1004373439",pracuj.pl
MB RADOM Sp. Z o.o.,,,Główna księgowa / Główny księgowy,2025-09-24,"https://www.pracuj.pl/praca/glowna-ksiegowa-glowny-ksiegowy-radom-garbarska-79,oferta,1004343387",pracuj.pl
Zakład Gospodarki Komunalnej i Mieszkaniowej w Policach,,,Zastępca Dyrektora ds. Finansowych – Główny Księgowy,2025-09-24,"https://www.pracuj.pl/praca/zastepca-dyrektora-ds-finansowych-glowny-ksiegowy-police-bankowa-18,oferta,1004358918",pracuj.pl
Goldman Recruitment,,,Główna Księgowa / Główny Księgowy,2025-09-24,https://pracodawcy.pracuj.pl/company/1074092414?pid=1004358911&multiple=true,pracuj.pl
Dynamica Sp. z o.o.,,,Główna Księgowa / Główny Księgowy,2025-09-24,"https://www.pracuj.pl/praca/glowna-ksiegowa-glowny-ksiegowy-jawornik-pow-myslenicki,oferta,1004343030",pracuj.pl
OCEAN-TECH sp. z o.o.,,,Główny księgowy / Główna księgowa,2025-09-24,"https://www.pracuj.pl/praca/glowny-ksiegowy-glowna-ksiegowa-chwaszczyno-pow-kartuski-kaszubska-droga-13,oferta,1004372999",pracuj.pl
AUTO STREFA SP Z O O,,,Główny Księgowy / Główna Księgowa,2025-09-24,"https://www.pracuj.pl/praca/glowny-ksiegowy-glowna-ksiegowa-wloclawek,oferta,1004358355",pracuj.pl
GOMEZ SPÓŁKA AKCYJNA,,,Główny Księgowy / Główna Księgowa,2025-09-24,"https://www.pracuj.pl/praca/glowny-ksiegowy-glowna-ksiegowa-suchy-las-pow-poznanski-diamentowa-9,oferta,1004372876",pracuj.pl
FURNIKA Sp. z o. o.,,,Główny księgowy / Główna księgowa,2025-09-24,"https://www.pracuj.pl/praca/glowny-ksiegowy-glowna-ksiegowa-prudnik-przemyslowa-11,oferta,1004372162",pracuj.pl
NES Fircroft,,,Główny Księgowy / Główna Księgowa,2025-09-24,"https://www.pracuj.pl/praca/glowny-ksiegowy-glowna-ksiegowa-gliwice,oferta,1004372056",pracuj.pl
"P.P.-H.-U. ""SERAFIN"" sp. z o.o.",,,Główny księgowy / Główna księgowa,2025-09-24,"https://www.pracuj.pl/praca/glowny-ksiegowy-glowna-ksiegowa-szklarka-myslniewska-pow-ostrzeszowski,oferta,1004371994",pracuj.pl
Michael Page,,,Główna Księgowa - międzynarodowa spółka produkcyjna,2025-09-24,"https://www.pracuj.pl/praca/glowna-ksiegowa-miedzynarodowa-spolka-produkcyjna-warszawa,oferta,1004371248",pracuj.pl
"Gmina Długołęka, Gminy Żłobek w Długołęce",,,Główna Księgowa / Główny Księgowy,2025-09-24,https://pracodawcy.pracuj.pl/company/20259389?pid=1004371133&multiple=true,pracuj.pl
Przedsiębiorstwo Budowy Dróg i Mostów Sp. z o.o.,,,Główna Księgowa / Główny Księgowy,2025-09-24,"https://www.pracuj.pl/praca/glowna-ksiegowa-glowny-ksiegowy-kozlowo-pow-swiecki-8a,oferta,1004337659",pracuj.pl
GRUPA AZOTY ZAKŁADY FOSFOROWE GDAŃSK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,Główna Księgowa / Główny Księgowy,2025-09-24,"https://www.pracuj.pl/praca/glowna-ksiegowa-glowny-ksiegowy-gdansk-kujawska-2,oferta,1004359381",pracuj.pl
BIO-GRAIN sp. z o.o.,,,Główny księgowy / Główna księgowa,2025-09-24,"https://www.pracuj.pl/praca/glowny-ksiegowy-glowna-ksiegowa-warszawa,oferta,1004373521",pracuj.pl
ZAMOŚĆDIS sp. z o.o.,,,Główny księgowy / Główna księgowa,2025-09-24,"https://www.pracuj.pl/praca/glowny-ksiegowy-glowna-ksiegowa-zamosc-prymasa-stefana-wyszynskiego-13,oferta,1004373439",pracuj.pl
MB RADOM Sp. Z o.o.,,,Główna księgowa / Główny księgowy,2025-09-24,"https://www.pracuj.pl/praca/glowna-ksiegowa-glowny-ksiegowy-radom-garbarska-79,oferta,1004343387",pracuj.pl
Zakład Gospodarki Komunalnej i Mieszkaniowej w Policach,,,Zastępca Dyrektora ds. Finansowych – Główny Księgowy,2025-09-24,"https://www.pracuj.pl/praca/zastepca-dyrektora-ds-finansowych-glowny-ksiegowy-police-bankowa-18,oferta,1004358918",pracuj.pl
Goldman Recruitment,,,Główna Księgowa / Główny Księgowy,2025-09-24,https://pracodawcy.pracuj.pl/company/1074092414?pid=1004358911&multiple=true,pracuj.pl
