company,company_website,industry,job_title,pub_date,job_url,source
H. Cegielski - Fabryka Pojazdów Szynowych Sp. z o.o.,,,Główny księgowy,2025-09-22,"https://www.pracuj.pl/praca/glowny-ksiegowy-poznan-28-czerwca-1956-r-223-229,oferta,1004368324",pracuj.pl
Personel Projekt,,,Główna Księgowa / Główny Księgowy,2025-09-22,"https://www.pracuj.pl/praca/glowna-ksiegowa-glowny-ksiegowy-rawicz,oferta,1004337498",pracuj.pl
MARBO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,Główna Księgowa / Główny Księgowy,2025-09-22,"https://www.pracuj.pl/praca/glowna-ksiegowa-glowny-ksiegowy-lugwald-pow-olsztynski-183,oferta,1004349163",pracuj.pl
ESA logistika Polska sp. z o. o.,,,Główna Księgowa / Główny Księgowy,2025-09-22,"https://www.pracuj.pl/praca/glowna-ksiegowa-glowny-ksiegowy-gliwice-toszecka-25b,oferta,1004348394",pracuj.pl
Hanyang Polska Sp. z o.o.,,,Główna księgowa / Główny księgowy ze znajomością języka angielskiego,2025-09-22,"https://www.pracuj.pl/praca/glowna-ksiegowa-glowny-ksiegowy-ze-znajomoscia-jezyka-angielskiego-swidnik,oferta,1004348088",pracuj.pl
KOMBUD GROUP SPÓŁKA AKCYJNA,,,Główny Księgowy,2025-09-22,"https://www.pracuj.pl/praca/glowny-ksiegowy-radom,oferta,1004322007",pracuj.pl
Who Else Poland Sp. z o.o.,,,Główny Księgowy / Główna Księgowa,2025-09-22,"https://www.pracuj.pl/praca/glowny-ksiegowy-glowna-ksiegowa-warszawa-duchnicka-3,oferta,1004357201",pracuj.pl
H. Cegielski - Fabryka Pojazdów Szynowych Sp. z o.o.,,,Główny księgowy,2025-09-22,"https://www.pracuj.pl/praca/glowny-ksiegowy-poznan-28-czerwca-1956-r-223-229,oferta,1004368324",pracuj.pl
Personel Projekt,,,Główna Księgowa / Główny Księgowy,2025-09-22,"https://www.pracuj.pl/praca/glowna-ksiegowa-glowny-ksiegowy-rawicz,oferta,1004337498",pracuj.pl
MARBO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,Główna Księgowa / Główny Księgowy,2025-09-22,"https://www.pracuj.pl/praca/glowna-ksiegowa-glowny-ksiegowy-lugwald-pow-olsztynski-183,oferta,1004349163",pracuj.pl
ESA logistika Polska sp. z o. o.,,,Główna Księgowa / Główny Księgowy,2025-09-22,"https://www.pracuj.pl/praca/glowna-ksiegowa-glowny-ksiegowy-gliwice-toszecka-25b,oferta,1004348394",pracuj.pl
Hanyang Polska Sp. z o.o.,,,Główna księgowa / Główny księgowy ze znajomością języka angielskiego,2025-09-22,"https://www.pracuj.pl/praca/glowna-ksiegowa-glowny-ksiegowy-ze-znajomoscia-jezyka-angielskiego-swidnik,oferta,1004348088",pracuj.pl
KOMBUD GROUP SPÓŁKA AKCYJNA,,,Główny Księgowy,2025-09-22,"https://www.pracuj.pl/praca/glowny-ksiegowy-radom,oferta,1004322007",pracuj.pl
Who Else Poland Sp. z o.o.,,,Główny Księgowy / Główna Księgowa,2025-09-22,"https://www.pracuj.pl/praca/glowny-ksiegowy-glowna-ksiegowa-warszawa-duchnicka-3,oferta,1004357201",pracuj.pl
H. Cegielski - Fabryka Pojazdów Szynowych Sp. z o.o.,,,Główny księgowy,2025-09-22,"https://www.pracuj.pl/praca/glowny-ksiegowy-poznan-28-czerwca-1956-r-223-229,oferta,1004368324",pracuj.pl
Personel Projekt,,,Główna Księgowa / Główny Księgowy,2025-09-22,"https://www.pracuj.pl/praca/glowna-ksiegowa-glowny-ksiegowy-rawicz,oferta,1004337498",pracuj.pl
MARBO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,,Główna Księgowa / Główny Księgowy,2025-09-22,"https://www.pracuj.pl/praca/glowna-ksiegowa-glowny-ksiegowy-lugwald-pow-olsztynski-183,oferta,1004349163",pracuj.pl
ESA logistika Polska sp. z o. o.,,,Główna Księgowa / Główny Księgowy,2025-09-22,"https://www.pracuj.pl/praca/glowna-ksiegowa-glowny-ksiegowy-gliwice-toszecka-25b,oferta,1004348394",pracuj.pl
Hanyang Polska Sp. z o.o.,,,Główna księgowa / Główny księgowy ze znajomością języka angielskiego,2025-09-22,"https://www.pracuj.pl/praca/glowna-ksiegowa-glowny-ksiegowy-ze-znajomoscia-jezyka-angielskiego-swidnik,oferta,1004348088",pracuj.pl
KOMBUD GROUP SPÓŁKA AKCYJNA,,,Główny Księgowy,2025-09-22,"https://www.pracuj.pl/praca/glowny-ksiegowy-radom,oferta,1004322007",pracuj.pl
Who Else Poland Sp. z o.o.,,,Główny Księgowy / Główna Księgowa,2025-09-22,"https://www.pracuj.pl/praca/glowny-ksiegowy-glowna-ksiegowa-warszawa-duchnicka-3,oferta,1004357201",pracuj.pl
